,value,value_unc,qcflag
1994-03-11,1735.085,2.71,...
1994-03-18,1768.6950000000002,2.71,...
1994-03-25,1780.42,2.71,...
1994-04-01,1754.09,2.71,...
1994-04-08,1763.255,2.71,...
1994-04-15,1753.3600000000001,2.71,...
1994-04-22,1786.455,2.71,...
1994-04-29,1759.585,2.71,...
1994-05-06,1752.22,2.71,...
1994-05-13,1754.45,2.71,...
1994-05-20,1753.635,2.71,...
1994-05-27,1752.1599999999999,2.71,...
1994-06-03,1753.1,2.71,...
1994-06-08,1738.78,2.71,...
1994-06-10,1747.4850000000001,2.71,...
1994-06-17,1738.43,2.71,...
1994-06-24,1750.12,2.71,...
1994-07-01,1749.1100000000001,2.71,...
1994-07-08,1738.13,2.71,...
1994-07-14,1740.4099999999999,2.71,...
1994-07-21,1731.4099999999999,2.71,...
1994-07-28,1729.815,2.71,...
1994-08-05,1733.76,2.71,...
1994-08-12,1731.14,2.71,...
1994-08-19,1735.73,2.71,...
1994-08-26,1741.9250000000002,2.71,...
1994-09-02,1734.92,2.71,...
1994-09-09,1753.0500000000002,2.71,...
1994-09-16,1755.55,2.71,...
1994-09-23,1774.125,2.71,...
1994-09-30,1766.73,2.71,...
1994-10-07,1769.9099999999999,2.71,...
1994-10-14,1767.655,2.71,...
1994-10-21,1802.2649999999999,2.71,...
1994-10-28,1790.84,2.71,...
1994-11-02,1768.595,2.71,...
1994-11-10,1786.2600000000002,2.71,...
1994-11-18,1765.3200000000002,2.71,...
1994-11-25,1789.5349999999999,2.71,...
1994-11-30,1773.385,2.71,...
1994-12-09,1786.79,2.71,...
1994-12-16,1780.69,2.71,...
1994-12-30,1776.665,2.71,...
1995-01-06,1791.57,2.71,...
1995-01-13,1761.525,2.71,...
1995-01-20,1750.58,2.71,...
1995-01-27,1748.245,2.71,...
1995-02-03,1746.81,2.71,...
1995-02-10,1772.3000000000002,2.71,...
1995-02-17,1747.375,2.71,...
1995-02-24,1766.6399999999999,2.71,...
1995-03-03,1774.85,2.71,...
1995-03-10,1764.06,2.71,...
1995-03-17,1749.5549999999998,2.71,...
1995-03-24,1762.98,2.71,...
1995-03-31,1771.625,2.71,...
1995-04-07,1774.095,2.71,...
1995-04-14,1764.11,2.71,...
1995-04-21,1754.6,2.71,...
1995-04-26,1782.615,2.71,...
1995-05-05,1733.1799999999998,2.71,...
1995-05-12,1754.2649999999999,2.71,...
1995-05-19,1759.975,2.71,...
1995-05-26,1779.66,2.71,...
1995-06-02,1776.2150000000001,2.71,...
1995-06-09,1762.185,2.71,...
1995-06-16,1748.8400000000001,2.71,...
1995-06-21,1765.865,2.71,...
1995-06-30,1748.255,2.71,...
1995-07-07,1746.79,2.71,...
1995-07-14,1745.73,2.71,...
1995-07-21,1753.565,2.71,...
1995-07-28,1736.8049999999998,2.71,...
1995-08-03,1745.44,2.71,...
1995-08-11,1755.2199999999998,2.71,...
1995-08-18,1766.32,2.71,...
1995-08-25,1759.915,2.71,...
1995-09-01,1772.2150000000001,2.71,...
1995-09-08,1740.62,2.71,...
1995-09-15,1742.8249999999998,2.71,...
1995-09-22,1751.0100000000002,2.71,...
1995-09-29,1772.3400000000001,2.71,...
1995-10-06,1776.245,2.71,...
1995-10-13,1791.1799999999998,2.71,...
1995-10-18,1780.17,2.71,...
1995-10-27,1764.025,2.71,...
1995-11-03,1744.405,2.71,...
1995-11-09,1776.185,2.71,...
1995-11-17,1754.955,2.71,...
1995-11-24,1785.41,2.71,...
1995-12-01,1769.4250000000002,2.71,...
1995-12-08,1765.8000000000002,2.71,...
1995-12-15,1770.1750000000002,2.71,...
1996-01-12,1787.835,2.71,...
1996-01-19,1755.6,2.71,...
1996-02-02,1759.2649999999999,2.71,...
1996-02-09,1773.1750000000002,2.71,...
1996-02-16,1759.005,2.71,...
1996-02-23,1793.45,2.71,...
1996-03-01,1780.92,2.71,...
1996-03-08,1775.855,2.71,...
1996-03-15,1756.6950000000002,2.71,...
1996-03-22,1787.23,2.71,...
1996-03-29,1759.43,2.71,...
1996-04-05,1741.21,2.71,...
1996-04-12,1761.48,2.71,...
1996-04-19,1760.8049999999998,2.71,...
1996-04-26,1760.085,2.71,...
1996-05-03,1743.95,2.71,...
1996-05-10,1769.605,2.71,...
1996-05-17,1766.46,2.71,...
1996-05-24,1753.6399999999999,2.71,...
1996-05-31,1740.29,2.71,...
1996-06-07,1755.06,2.71,...
1996-06-14,1751.995,2.71,...
1996-06-21,1761.245,2.71,...
1996-06-28,1742.1750000000002,2.71,...
1996-07-05,1750.78,2.71,...
1996-07-12,1753.575,2.71,...
1996-07-19,1753.21,2.71,...
1996-07-26,1737.1599999999999,2.71,...
1996-08-02,1756.435,2.71,...
1996-08-09,1738.35,2.71,...
1996-08-16,1741.59,2.71,...
1996-08-23,1738.21,2.71,...
1996-08-30,1737.365,2.71,...
1996-09-06,1759.4499999999998,2.71,...
1996-09-13,1772.47,2.71,...
1996-09-20,1782.63,2.71,...
1996-09-27,1793.3899999999999,2.71,...
1996-10-04,1758.295,2.71,...
1996-10-11,1779.94,2.71,...
1996-10-18,1766.905,2.71,...
1996-10-25,1778.56,2.71,...
1996-11-01,1773.995,2.71,...
1996-11-08,1756.115,2.71,...
1996-11-15,1755.725,2.71,...
1996-11-22,1776.0700000000002,2.71,...
1996-11-29,1777.3,2.71,...
1996-12-06,1780.305,2.71,...
1996-12-13,1777.48,2.71,...
1996-12-20,1780.37,2.71,...
1997-01-03,1759.0149999999999,2.71,...
1997-01-10,1759.4450000000002,2.71,...
1997-01-17,1774.125,2.71,...
1997-01-24,1783.475,2.71,...
1997-01-31,1762.15,2.71,...
1997-02-07,1766.4,2.71,...
1997-02-14,1772.965,2.71,...
1997-02-21,1774.995,2.71,...
1997-02-28,1763.48,2.71,...
1997-03-07,1778.0900000000001,2.71,...
1997-03-14,1757.355,2.71,...
1997-03-21,1777.42,2.71,...
1997-03-28,1780.485,2.71,...
1997-04-04,1785.9299999999998,2.71,...
1997-04-11,1786.275,2.71,...
1997-04-18,1787.0700000000002,2.71,...
1997-04-25,1777.83,2.71,...
1997-05-02,1766.245,2.71,...
1997-05-09,1782.665,2.0549999999999997,...
1997-05-16,1784.875,2.0549999999999997,...
1997-05-23,1764.275,2.0549999999999997,...
1997-05-30,1755.5925,1.7275,...
1997-06-06,1785.688,1.924,...
1997-06-13,1788.8,2.0549999999999997,...
1997-06-20,1756.0175,2.0549999999999997,...
1997-06-27,1764.8619999999999,1.924,...
1997-07-03,1765.2599999999998,1.924,...
1997-07-11,1740.6075,2.0549999999999997,...
1997-07-18,1751.3274999999999,2.0549999999999997,...
1997-07-25,1760.3325,2.0549999999999997,...
1997-08-01,1740.2375,1.4,...
1997-08-08,1741.385,1.4,...
1997-08-15,1730.8375,1.4,...
1997-08-22,1760.2350000000001,1.4,...
1997-08-29,1770.3325,1.4,...
1997-09-05,1762.8325,1.4,...
1997-09-12,1770.2166666666665,1.3999999999999997,...
1997-09-26,1802.8775,1.4,...
1997-10-03,1777.2975000000001,1.4,...
1997-10-10,1759.2375,1.4,...
1997-10-17,1793.755,1.4,...
1997-10-24,1792.44,1.4,...
1997-10-31,1782.545,1.4,...
1997-11-07,1784.125,1.4,...
1997-11-14,1773.85,1.4,...
1997-11-21,1791.19,1.4,...
1997-11-28,1780.71,1.4,...
1997-12-05,1785.125,1.4,...
1997-12-12,1792.045,1.4,...
1997-12-19,1786.4775,1.4,...
1998-01-02,1774.45,1.4,...
1998-01-09,1767.7033333333336,1.3999999999999997,...
1998-01-16,1768.935,1.4,...
1998-01-23,1763.67,1.4,...
1998-01-30,1782.9699999999998,1.4,...
1998-02-06,1777.5475,1.4,...
1998-02-13,1753.8925,1.4,...
1998-02-20,1758.6399999999999,1.4,...
1998-02-27,1761.6825,1.4,...
1998-03-06,1783.6525,1.4,...
1998-03-13,1761.55,1.4,...
1998-03-20,1780.29,1.4,...
1998-03-27,1779.6775,1.4,...
1998-04-03,1781.585,1.4,...
1998-04-10,1791.5925,1.4,...
1998-04-17,1772.9525,1.4,...
1998-04-24,1779.3025,1.4,...
1998-05-01,1787.3925,1.4,...
1998-05-08,1779.1175,1.4,...
1998-05-15,1768.3274999999999,1.4,...
1998-05-22,1781.39,1.4,...
1998-05-29,1780.2075,1.4,...
1998-06-05,1781.0625,1.4,...
1998-06-12,1801.355,1.4,...
1998-06-19,1778.4975,1.4,...
1998-06-26,1775.375,1.4,...
1998-07-02,1767.5025,1.4,...
1998-07-10,1755.0149999999999,1.4,...
1998-07-17,1755.8733333333332,1.3999999999999997,...
1998-07-23,1766.655,1.4,...
1998-07-31,1760.215,1.4,...
1998-08-07,1752.7649999999999,1.4,...
1998-08-14,1751.47,1.4,...
1998-08-21,1763.1599999999999,1.4,...
1998-08-28,1766.1399999999999,1.4,...
1998-09-04,1757.5275000000001,1.4,...
1998-09-11,1763.485,1.4,...
1998-09-18,1783.5625,1.4,...
1998-09-25,1781.22,1.4,...
1998-10-02,1767.205,1.4,...
1998-10-09,1787.44,1.4,...
1998-10-16,1785.3525,1.4,...
1998-10-23,1806.17,1.4,...
1998-10-30,1795.4099999999999,1.3999999999999997,...
1998-11-06,1791.9725,1.4,...
1998-11-13,1780.13,1.4,...
1998-11-20,1797.2925,1.4,...
1998-11-27,1799.115,1.4,...
1998-12-04,1819.72,1.4,...
1998-12-11,1809.2475,1.4,...
1998-12-18,1808.8600000000001,1.4,...
1998-12-23,1803.1075,1.4,...
1998-12-30,1792.895,1.4,...
1999-01-08,1788.4975,1.4,...
1999-01-15,1793.0225,1.4,...
1999-01-22,1789.7350000000001,1.4,...
1999-01-29,1808.495,1.4,...
1999-02-05,1800.1025,1.4,...
1999-02-12,1796.8025,1.4,...
1999-02-19,1772.8725,1.4,...
1999-02-26,1779.9625,1.4,...
1999-03-05,1751.875,1.4,...
1999-03-12,1800.4775,1.4,...
1999-03-19,1787.615,1.4,...
1999-03-26,1788.475,1.4,...
1999-04-02,1804.875,1.4,...
1999-04-09,1811.6375,1.4,...
1999-04-16,1799.7175,1.4,...
1999-04-23,1761.5825,1.4,...
1999-04-30,1767.3375,1.4,...
1999-05-07,1788.37,1.4,...
1999-05-14,1773.365,1.4,...
1999-05-21,1766.5025,1.4,...
1999-05-28,1770.9475,1.4,...
1999-06-04,1787.7175,1.4,...
1999-06-11,1757.875,1.4,...
1999-06-18,1761.3575,1.4,...
1999-06-25,1774.6225,1.4,...
1999-07-02,1787.805,1.4,...
1999-07-09,1765.9099999999999,1.4,...
1999-07-16,1761.1924999999999,1.4,...
1999-07-23,1769.1425,1.4,...
1999-08-06,1759.2025,1.4,...
1999-08-13,1764.33,1.3999999999999997,...
1999-08-20,1763.285,1.4,...
1999-08-27,1767.165,1.4,...
1999-09-03,1796.95,1.4,...
1999-09-10,1788.8075,1.4,...
1999-09-17,1776.4675,1.4,...
1999-09-24,1808.525,1.4,...
1999-10-01,1802.54,1.4,...
1999-10-08,1769.35,1.4,...
1999-10-15,1799.9275,1.4,...
1999-10-22,1786.2325,1.4,...
1999-10-29,1801.6,1.4,...
1999-11-05,1785.725,1.4,...
1999-11-12,1815.4575,1.4,...
1999-11-19,1790.54,1.4,...
1999-11-26,1796.9825,1.4,...
1999-12-01,1808.225,1.4,...
1999-12-10,1796.0925,1.4,...
1999-12-17,1796.8600000000001,1.4,...
